t,mx,my,mz,mqx,mqy,mqz,mqw,m_error,ex,ey,ez,eqx,eqy,eqz,eqw,vx,vy,vz,ax,ay,az,sx,sy,sz,p,q,r,m1,m2,m3,m4,vbat,armed,flying,tumbled,locked,crashed,agent_id
1776883623.1465416,-0.008577287197113037,-0.027213068678975105,0.7490803003311157,-0.0001627995225135237,0.0019715619273483753,0.10517838597297668,0.9944514036178589,0.0006184848607517779,-0.007,-0.027,0.749,0.0,-0.001383770608975631,0.1023990250641967,0.994742441461509,0.046,-0.002,-0.044,0.277,-1.338,11.491,0.01496434211730957,-0.028051063418388367,0.7000001668930054,0.01,0.05,0.086,0.6333409628442817,0.7943541618982223,0.722743572137026,0.7789272907606622,3.483,True,True,False,False,False,CF_2
1776883623.1465416,-0.3571748435497284,-0.08342685550451279,0.7449262142181396,0.011953990906476974,0.005804152227938175,0.15331768989562988,-0.9880875945091248,0.0007356069982051849,-0.357,-0.081,0.745,-0.008302623653853786,-0.005535082435902524,-0.15359853759629505,0.9880829512501315,0.025,0.017,-0.026,-0.574,1.466,10.232,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.013,0.092,0.015,0.7640344853894865,0.684290836957351,0.8077515831235218,0.6580605783169299,3.494,True,True,False,False,False,CF_3
1776883623.1614254,-0.008619948290288448,-0.02727041207253933,0.748884379863739,-0.0003917109570465982,0.0017523295246064663,0.10611894726753235,0.9943519234657288,0.0006185872480273247,-0.006,-0.027,0.748,0.001383770608975631,-0.002767541217951262,0.10516656628214796,0.9944498072959396,0.036,-0.003,-0.037,0.011,0.481,8.706,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.034,0.032,0.102,0.6607309071488517,0.7661707484550241,0.7246662088960097,0.7891508354314488,3.483,True,True,False,False,False,CF_2
1776883623.1614254,-0.35697057843208313,-0.08360880613327026,0.7444896101951599,0.012514865025877953,0.006127727217972279,0.15333297848701477,-0.9880763292312622,0.0007497529732063413,-0.357,-0.081,0.745,-0.008302623653853786,-0.005535082435902524,-0.15359853759629505,0.9880829512501315,0.025,0.017,-0.026,-0.574,1.466,10.232,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.013,0.092,0.015,0.7640344853894865,0.684290836957351,0.8077515831235218,0.6580605783169299,3.494,True,True,False,False,False,CF_3
1776883623.1767623,-0.008730048313736916,-0.027360625565052032,0.7486622333526611,-0.0006114086136221886,0.002371156355366111,0.10690082609653473,0.9942666888237,0.0006197095499373972,-0.006,-0.027,0.748,0.001383770608975631,-0.002767541217951262,0.10516656628214796,0.9944498072959396,0.036,-0.003,-0.037,0.011,0.481,8.706,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.034,0.032,0.102,0.6607309071488517,0.7661707484550241,0.7246662088960097,0.7891508354314488,3.483,True,True,False,False,False,CF_2
1776883623.1767623,-0.35673773288726807,-0.08375414460897446,0.7440990209579468,0.011907540261745453,0.006731860805302858,0.15251830220222473,-0.9882059693336487,0.0007552076131105423,-0.357,-0.081,0.745,-0.008302623653853786,-0.005535082435902524,-0.15359853759629505,0.9880829512501315,0.018,0.022,-0.028,-0.371,0.482,9.17,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.01,0.108,0.036,0.7640344853894865,0.684290836957351,0.8077515831235218,0.6580605783169299,3.494,True,True,False,False,False,CF_3
1776883623.1923628,-0.008858582004904747,-0.027459993958473206,0.7484593987464905,-0.0007031665300019085,0.0028558478225022554,0.10766593366861343,0.9941827654838562,0.0006205218960531056,-0.006,-0.027,0.748,0.001383770608975631,-0.002767541217951262,0.10516656628214796,0.9944498072959396,0.036,-0.003,-0.037,0.011,0.481,8.706,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.034,0.032,0.102,0.6607309071488517,0.7661707484550241,0.7246662088960097,0.7891508354314488,3.483,True,True,False,False,False,CF_2
1776883623.1923628,-0.35659801959991455,-0.08389677107334137,0.7436865568161011,0.011262757703661919,0.006204721052199602,0.15236036479473114,-0.98824143409729,0.0007460073684342206,-0.357,-0.081,0.745,-0.008302623653853786,-0.005535082435902524,-0.15359853759629505,0.9880829512501315,0.018,0.022,-0.028,-0.371,0.482,9.17,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.01,0.108,0.036,0.7987335011825742,0.6709391927977416,0.7785763332570382,0.670771343556878,3.494,True,True,False,False,False,CF_3
1776883623.2079985,-0.009043678641319275,-0.02754124253988266,0.74822598695755,-0.0009257818455807865,0.00367353530600667,0.10837901383638382,0.994102418422699,0.0006295283092185855,-0.007,-0.027,0.747,0.0,-0.001383770608975631,0.10655033689112359,0.9943063465991202,0.036,-0.003,-0.037,0.011,0.481,8.706,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.034,0.032,0.102,0.6607309071488517,0.7661707484550241,0.7246662088960097,0.7891508354314488,3.483,True,True,False,False,False,CF_2
1776883623.2079985,-0.35647040605545044,-0.08408045768737793,0.7432762384414673,0.011318431235849857,0.006606256123632193,0.15202413499355316,-0.9882898926734924,0.000756247085519135,-0.356,-0.082,0.744,-0.008302623653853786,-0.006918853044878155,-0.15221476698731942,0.988288348926568,0.018,0.022,-0.028,-0.371,0.482,9.17,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.01,0.108,0.036,0.7987335011825742,0.6709391927977416,0.7785763332570382,0.670771343556878,3.494,True,True,False,False,False,CF_3
1776883623.2234547,-0.009231125935912132,-0.02763614058494568,0.7480140328407288,-0.0008708442328497767,0.004597618710249662,0.10889188945293427,0.9940426349639893,0.0006314333877526224,-0.007,-0.027,0.747,0.0,-0.001383770608975631,0.10655033689112359,0.9943063465991202,0.023,-0.004,-0.057,0.688,-0.829,10.433,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.018,-0.148,0.056,0.6607309071488517,0.7661707484550241,0.7246662088960097,0.7891508354314488,3.483,True,True,False,False,False,CF_2
1776883623.2234547,-0.3563806116580963,-0.08421223610639572,0.7429428696632385,0.011157761327922344,0.006728151347488165,0.15140770375728607,-0.9883855581283569,0.0007618586532771587,-0.356,-0.082,0.744,-0.008302623653853786,-0.006918853044878155,-0.15221476698731942,0.988288348926568,0.018,0.022,-0.028,-0.371,0.482,9.17,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.01,0.108,0.036,0.7987335011825742,0.6709391927977416,0.7785763332570382,0.670771343556878,3.494,True,True,False,False,False,CF_3
1776883623.238912,-0.009343733079731464,-0.027697427198290825,0.747877299785614,-0.0010364912450313568,0.0047051929868757725,0.10918748378753662,0.9940094947814941,0.0006343182176351547,-0.007,-0.027,0.747,0.0,-0.001383770608975631,0.10655033689112359,0.9943063465991202,0.023,-0.004,-0.057,0.688,-0.829,10.433,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.018,-0.148,0.056,0.6491645685511559,0.7864042114900435,0.7221942473487449,0.7896086060883497,3.483,True,True,False,False,False,CF_2
1776883623.238912,-0.3563750684261322,-0.08428099006414413,0.7427607774734497,0.011299953795969486,0.00689364830031991,0.15115037560462952,-0.9884222149848938,0.0007534405449405313,-0.356,-0.083,0.742,-0.006918853044878155,-0.006918853044878155,-0.15083099637834377,0.9885111377605226,0.018,0.022,-0.028,-0.371,0.482,9.17,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.01,0.108,0.036,0.7987335011825742,0.6709391927977416,0.7785763332570382,0.670771343556878,3.494,True,True,False,False,False,CF_3
1776883623.2546184,-0.00972491130232811,-0.027845455333590508,0.747488260269165,-0.0010332621168345213,0.006515963934361935,0.11000124365091324,0.9939096570014954,0.0006368766771629453,-0.007,-0.027,0.747,0.0,-0.001383770608975631,0.10655033689112359,0.9943063465991202,0.023,-0.004,-0.057,0.688,-0.829,10.433,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.018,-0.148,0.056,0.6491645685511559,0.7864042114900435,0.7221942473487449,0.7896086060883497,3.483,True,True,False,False,False,CF_2
1776883623.2546184,-0.3563593626022339,-0.0844852477312088,0.742282509803772,0.011303137987852097,0.0066419802606105804,0.15057259798049927,-0.9885120391845703,0.0007472791476175189,-0.356,-0.083,0.742,-0.006918853044878155,-0.006918853044878155,-0.15083099637834377,0.9885111377605226,0.009,0.023,-0.034,0.471,-1.229,10.487,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.073,0.097,0.046,0.7926909285114824,0.6831158922713054,0.7924620431830319,0.659006637674525,3.494,True,True,False,False,False,CF_3
1776883623.269619,-0.009851079434156418,-0.027894144877791405,0.7473784685134888,-0.0011060502147302032,0.007184796500951052,0.11020341515541077,0.9938825368881226,0.0006374177755787969,-0.007,-0.027,0.746,-0.0,0.001383770608975631,0.10931787810907485,0.9940058786066767,0.023,-0.004,-0.057,0.688,-0.829,10.433,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.018,-0.148,0.056,0.6491645685511559,0.7864042114900435,0.7221942473487449,0.7896086060883497,3.483,True,True,False,False,False,CF_2
1776883623.269619,-0.3563655614852905,-0.08454106003046036,0.7421472072601318,0.011451848782598972,0.006745857186615467,0.15040695667266846,-0.9885349273681641,0.0007484733359888196,-0.356,-0.083,0.742,-0.006918853044878155,-0.006918853044878155,-0.15083099637834377,0.9885111377605226,0.009,0.023,-0.034,0.471,-1.229,10.487,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.073,0.097,0.046,0.7926909285114824,0.6831158922713054,0.7924620431830319,0.659006637674525,3.494,True,True,False,False,False,CF_3
1776883623.2847764,-0.010157511569559574,-0.027992703020572662,0.7471768260002136,-0.0011711433762684464,0.007969805039465427,0.11076824367046356,0.993813693523407,0.0006439164862968028,-0.007,-0.027,0.746,-0.0,0.001383770608975631,0.10931787810907485,0.9940058786066767,0.023,-0.004,-0.057,0.688,-0.829,10.433,0.01496434211730957,-0.028051063418388367,0.7000001668930054,-0.018,-0.148,0.056,0.6491645685511559,0.7864042114900435,0.7221942473487449,0.7896086060883497,3.483,True,True,False,False,False,CF_2
1776883623.2847764,-0.3564205467700958,-0.08463990688323975,0.7419129014015198,0.011731204576790333,0.006759484764188528,0.1497849076986313,-0.9886260032653809,0.000744455901440233,-0.356,-0.083,0.742,-0.006918853044878155,-0.006918853044878155,-0.15083099637834377,0.9885111377605226,0.009,0.023,-0.034,0.471,-1.229,10.487,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.073,0.097,0.046,0.7926909285114824,0.6831158922713054,0.7924620431830319,0.659006637674525,3.494,True,True,False,False,False,CF_3
1776883623.3001413,-0.010473811067640781,-0.028126193210482597,0.7469792366027832,-0.0008104398148134351,0.009000019170343876,0.11096770316362381,0.9937829375267029,0.000642684637568891,-0.008,-0.027,0.745,0.0,0.004151311826926893,0.11070164871805048,0.9938450138634398,0.013,-0.003,-0.038,0.645,0.453,7.877,0.01496434211730957,-0.028051063418388367,0.7000001668930054,0.009,-0.092,0.053,0.6527504386968795,0.8000762951094835,0.7156328679331655,0.7732661936369879,3.483,True,True,False,False,False,CF_2
1776883623.3001413,-0.3565208911895752,-0.08473721891641617,0.7416825890541077,0.011450127698481083,0.006354272831231356,0.14932525157928467,-0.9887014031410217,0.0007390520768240094,-0.356,-0.083,0.741,-0.006918853044878155,-0.006918853044878155,-0.14944722576936814,0.988721288157045,0.009,0.023,-0.034,0.471,-1.229,10.487,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.073,0.097,0.046,0.7926909285114824,0.6831158922713054,0.7924620431830319,0.659006637674525,3.494,True,True,False,False,False,CF_3
1776883623.3161418,-0.010796232149004936,-0.02823648229241371,0.7468258738517761,-0.0007085917168296874,0.0092225456610322,0.11128471046686172,0.9937455654144287,0.000639202946331352,-0.008,-0.027,0.745,0.0,0.004151311826926893,0.11070164871805048,0.9938450138634398,0.013,-0.003,-0.038,0.645,0.453,7.877,0.01496434211730957,-0.028051063418388367,0.7000001668930054,0.009,-0.092,0.053,0.6527504386968795,0.8000762951094835,0.7156328679331655,0.7732661936369879,3.483,True,True,False,False,False,CF_2
1776883623.3161418,-0.3566850423812866,-0.0848054364323616,0.741477370262146,0.011326714418828487,0.006625085603445768,0.14921988546848297,-0.9887169599533081,0.0007376876892521977,-0.356,-0.083,0.741,-0.006918853044878155,-0.006918853044878155,-0.14944722576936814,0.988721288157045,0.0,0.028,0.017,0.06,-0.688,11.349,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.097,0.097,0.043,0.7926909285114824,0.6831158922713054,0.7924620431830319,0.659006637674525,3.494,True,True,False,False,False,CF_3
1776883623.3311658,-0.011109520681202412,-0.02835438773036003,0.7466965913772583,-0.0008826689445413649,0.009062815457582474,0.11193312704563141,0.9936740398406982,0.0006269230507314205,-0.008,-0.027,0.745,0.0,0.004151311826926893,0.11070164871805048,0.9938450138634398,0.013,-0.003,-0.038,0.645,0.453,7.877,0.01496434211730957,-0.028051063418388367,0.7000001668930054,0.009,-0.092,0.053,0.6527504386968795,0.8000762951094835,0.7156328679331655,0.7732661936369879,3.483,True,True,False,False,False,CF_2
1776883623.3311658,-0.3568461835384369,-0.0848880186676979,0.7413628697395325,0.011644494719803333,0.006420317105948925,0.1487717181444168,-0.9887821674346924,0.0007396061555482447,-0.356,-0.083,0.741,-0.006918853044878155,-0.006918853044878155,-0.14944722576936814,0.988721288157045,0.0,0.028,0.017,0.06,-0.688,11.349,-0.360792875289917,-0.052221834659576416,0.7000020146369934,-0.097,0.097,0.043,0.7893034256504158,0.6671702143892576,0.783962767986572,0.6529488059815366,3.494,True,True,False,False,False,CF_3
