t,mx,my,mz,mqx,mqy,mqz,mqw,m_error,ex,ey,ez,eqx,eqy,eqz,eqw,vx,vy,vz,ax,ay,az,sx,sy,sz,p,q,r,m1,m2,m3,m4,vbat,armed,flying,tumbled,locked,crashed,agent_id
1775762882.0454848,0.2179463505744934,-0.06848092377185822,0.017994988709688187,0.005264586769044399,-0.010703901760280132,0.860220730304718,-0.5097824931144714,0.00040529630496166646,0.219,-0.067,0.017,0.0,-0.009686394262829417,0.8427060758981503,-0.5382867668915204,0.032,0.012,-0.016,0.119,0.048,9.684,0.0,0.0,0.0,0.001,-0.003,-0.001,0.0,0.0,0.0,0.0,4.075,True,False,False,False,False,CF_1
1775762882.0454848,-0.2387898713350296,-0.10855048149824142,0.016477644443511963,0.007152840029448271,0.0013256510719656944,-0.9601625800132751,-0.27934730052948,0.00014727625239174813,-0.239,-0.108,0.015,-0.005535082435902524,-0.0,0.9465810267793934,0.322418551891322,-0.011,0.0,-0.014,-0.049,0.021,9.672,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,4.085,True,False,False,False,False,CF_2
1775762882.0625243,0.2179565727710724,-0.06848189234733582,0.018021445721387863,0.005543783772736788,-0.010623674839735031,0.860173761844635,-0.5098602771759033,0.0004141641838941723,0.219,-0.067,0.017,0.0,-0.009686394262829417,0.8427060758981503,-0.5382867668915204,0.033,0.013,-0.018,0.121,0.051,9.708,0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,4.075,True,False,False,False,False,CF_1
1775762882.0625243,-0.23881132900714874,-0.10855408012866974,0.01646134816110134,0.006833288352936506,0.0009589959518052638,-0.9601715207099915,-0.2793261706829071,0.00015396140224765986,-0.239,-0.108,0.015,-0.005535082435902524,-0.0,0.9465810267793934,0.322418551891322,-0.011,0.0,-0.014,-0.049,0.021,9.672,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,4.085,True,False,False,False,False,CF_2
1775762882.0786757,0.21794061362743378,-0.06847812980413437,0.017994103953242302,0.0052537391893565655,-0.010655608959496021,0.8602375984191895,-0.5097549557685852,0.00040501009789295495,0.219,-0.067,0.017,0.0,-0.009686394262829417,0.8427060758981503,-0.5382867668915204,0.033,0.013,-0.018,0.121,0.051,9.708,0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,4.075,True,False,False,False,False,CF_1
234970,-0.23880626261234283,-0.1085440069437027,0.01647324673831463,0.007080022245645523,0.0013227869058027864,-0.9601436853408813,-0.2794143855571747,0.00014772421855013818,-0.239,-0.108,0.015,-0.005535082435902524,-0.0,0.9465810267793934,0.322418551891322,-0.011,0.0,-0.014,-0.049,0.021,9.672,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,4.085,True,False,False,False,False,CF_2
1775762882.0876963,0.21794241666793823,-0.06848261505365372,0.017980201169848442,0.0052225105464458466,-0.01056713704019785,0.8602200150489807,-0.5097870230674744,0.00040818130946718156,0.219,-0.068,0.017,-0.0,-0.009686394262829417,0.8427060758981503,-0.5382867668915204,0.033,0.013,-0.018,0.121,0.051,9.708,0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,4.075,True,False,False,False,False,CF_1
234978,-0.23879922926425934,-0.10854698717594147,0.016475386917591095,0.0071167792193591595,0.0012441801372915506,-0.9601471424102783,-0.27940189838409424,0.00015197342145256698,-0.239,-0.108,0.015,-0.005535082435902524,-0.0,0.9465810267793934,0.322418551891322,-0.012,0.0,-0.017,-0.052,-0.006,9.687,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,0.0,0.0,4.085,True,False,False,False,False,CF_2
239961,0.21794264018535614,-0.06848370283842087,0.01799069531261921,0.0051919883117079735,-0.01061237696558237,0.8602204918861389,-0.509785532951355,0.00040846923366189003,0.219,-0.068,0.017,-0.0,-0.009686394262829417,0.8427060758981503,-0.5382867668915204,0.028,0.011,-0.014,0.123,0.055,9.719,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,4.075,True,False,False,False,False,CF_1
235000,-0.23881569504737854,-0.10854097455739975,0.016454851254820824,0.007040068041533232,0.0010289379861205816,-0.9601732492446899,-0.2793147563934326,0.00014547508908435702,-0.239,-0.108,0.015,-0.005535082435902524,-0.0,0.9465810267793934,0.322418551891322,-0.012,0.0,-0.017,-0.052,-0.006,9.687,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,0.0,0.0,4.085,True,False,False,False,False,CF_2
