t,mx,my,mz,mqx,mqy,mqz,mqw,m_error,ex,ey,ez,eqx,eqy,eqz,eqw,vx,vy,vz,ax,ay,az,sx,sy,sz,p,q,r,m1,m2,m3,m4,vbat,armed,flying,tumbled,locked,crashed,agent_id
1775763883.7117026,0.2366141974925995,-0.1691644787788391,0.04405634477734566,0.004280343651771545,0.177359476685524,0.6270764470100403,-0.7584856152534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,CF_1
38783,-0.019015805795788765,0.003003873862326145,1.0484758615493774,-0.004508816171437502,-0.0014490149915218353,0.952880322933197,0.30330976843833923,0.00010262693103868514,-0.018,0.002,1.046,-0.004151311826926893,-0.002767541217951262,0.9534018824461103,0.30166199275668754,-0.002,0.01,-0.013,0.223,0.069,10.598,-0.02443651854991913,0.00010282383300364017,1.0000020265579224,0.021,0.01,-0.075,0.7142595559624628,0.8009613183794919,0.7322652018005645,0.7799191271839475,3.304,True,True,False,False,False,CF_2
1775763883.737227,0.2366141974925995,-0.1691644787788391,0.04405634477734566,0.004280343651771545,0.177359476685524,0.6270764470100403,-0.7584856152534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,CF_1
1775763883.736728,-0.019170057028532028,0.003218534169718623,1.0490286350250244,-0.004516639746725559,-0.001744345761835575,0.9526009559631348,0.30418407917022705,9.243124804925174e-05,-0.019,0.003,1.047,-0.004151311826926893,-0.002767541217951262,0.9529629439972181,0.3030457633656632,-0.002,0.01,-0.013,0.223,0.069,10.598,-0.02443651854991913,0.00010282383300364017,1.0000020265579224,0.021,0.01,-0.075,0.7142595559624628,0.8009613183794919,0.7322652018005645,0.7799191271839475,3.304,True,True,False,False,False,CF_2
1775763883.7532797,0.2366141974925995,-0.1691644787788391,0.04405634477734566,0.004280343651771545,0.177359476685524,0.6270764470100403,-0.7584856152534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,CF_1
1775763883.7532797,-0.019285036250948906,0.0033574902918189764,1.0494627952575684,-0.0041696359403431416,-0.00177422643173486,0.9524039030075073,0.30480527877807617,9.967630467144772e-05,-0.019,0.003,1.048,-0.004151311826926893,-0.002767541217951262,0.9529629439972181,0.3030457633656632,-0.006,0.009,-0.001,0.103,-0.349,10.186,-0.02443651854991913,0.00010282383300364017,1.0000020265579224,0.03,0.033,-0.073,0.7072404058899825,0.8063172350652323,0.722941939421683,0.7643549248493171,3.304,True,True,False,False,False,CF_2
1775763883.769919,0.2366141974925995,-0.1691644787788391,0.04405634477734566,0.004280343651771545,0.177359476685524,0.6270764470100403,-0.7584856152534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,CF_1
1775763883.7694197,-0.019416313618421555,0.0034398280549794436,1.0499436855316162,-0.003778174752369523,-0.0018241024808958173,0.9521855115890503,0.3054918348789215,0.0001045745302690193,-0.019,0.003,1.048,-0.004151311826926893,-0.002767541217951262,0.9529629439972181,0.3030457633656632,-0.006,0.009,-0.001,0.103,-0.349,10.186,-0.02443651854991913,0.00010282383300364017,1.0000020265579224,0.03,0.033,-0.073,0.7072404058899825,0.8063172350652323,0.722941939421683,0.7643549248493171,3.304,True,True,False,False,False,CF_2
1775763883.7784653,0.2366141974925995,-0.1691644787788391,0.04405634477734566,0.004280343651771545,0.177359476685524,0.6270764470100403,-0.7584856152534485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,CF_1
1775763883.7784653,-0.01949656940996647,0.003480074694380164,1.0502132177352905,-0.003966327756643295,-0.0021312597673386335,0.9521672129631042,0.3055441975593567,0.00011005710257450119,-0.019,0.003,1.048,-0.002767541217951262,-0.002767541217951262,0.9525268186645446,0.30442953397463884,-0.006,0.009,-0.001,0.103,-0.349,10.186,-0.02443651854991913,0.00010282383300364017,1.0000020265579224,0.03,0.033,-0.073,0.7072404058899825,0.8063172350652323,0.722941939421683,0.7643549248493171,3.304,True,True,False,False,False,CF_2
