Timestamp,Motive_X,Motive_Y,"Motive_Z, Error"
1769538497.587331,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.6378975,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.6807475,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.7389865,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.8133197,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.8638337,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.937813,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538497.991798,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.0319984,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.0958312,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.1461725,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.2044919,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.2628133,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.3009622,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.3642569,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.420945,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.489333,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.5330992,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.5887783,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.6396058,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.6925879,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.7508833,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.8214097,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.8737767,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538498.9394386,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.0131114,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.0748389,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.138076,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.1826541,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.2301414,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.2886817,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.3466487,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
1769538499.3915925,-0.530592143535614,1.4226382970809937,0.9296082258224487,0.0
