t,mx,my,mz,mqx,mqy,mqz,mqw,m_error,ex,ey,ez,eqx,eqy,eqz,eqw,vx,vy,vz,ax,ay,az,sx,sy,sz,p,q,r,m1,m2,m3,m4,vbat,armed,flying,tumbled,locked,crashed,agent_id
1776883222.920974,-0.011775909923017025,-0.05003336817026138,0.7112679481506348,0.010518333874642849,0.0012543769553303719,-0.10393163561820984,-0.9945281147956848,0.0005647770594805479,-0.011,-0.049,0.712,-0.006918853044878155,-0.002767541217951262,0.1023990250641967,0.9947154919141716,0.0,0.028,-0.018,0.401,-0.2,10.466,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.006,-0.001,0.037,0.7796749828336004,0.7311207751583123,0.8083772030212864,0.6892042420080873,3.383,True,True,False,False,False,CF_3
1776883222.9384727,-0.011813429184257984,-0.05003158375620842,0.7106056809425354,0.010121490806341171,0.0013556123012676835,-0.10391657799482346,-0.9945335984230042,0.0007124232361093163,-0.011,-0.049,0.712,-0.006918853044878155,-0.002767541217951262,0.1023990250641967,0.9947154919141716,0.0,0.028,-0.018,0.401,-0.2,10.466,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.006,-0.001,0.037,0.7796749828336004,0.7311207751583123,0.8083772030212864,0.6892042420080873,3.383,True,True,False,False,False,CF_3
1776883222.9554906,-0.011861192062497139,-0.04995294660329819,0.7101764678955078,0.010023747570812702,0.0014364636735990644,-0.10475607216358185,-0.9944464564323425,0.0005816341727040708,-0.011,-0.048,0.711,-0.006918853044878155,-0.001383770608975631,0.10378279567317232,0.9945749574434829,0.0,0.028,-0.018,0.401,-0.2,10.466,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.006,-0.001,0.037,0.7796749828336004,0.7311207751583123,0.8083772030212864,0.6892042420080873,3.383,True,True,False,False,False,CF_3
1776883222.9695008,-0.011898369528353214,-0.04991878569126129,0.7099644541740417,0.00999878253787756,0.0012137434678152204,-0.10503920912742615,-0.994417130947113,0.0005883870180696249,-0.011,-0.048,0.711,-0.006918853044878155,-0.001383770608975631,0.10378279567317232,0.9945749574434829,-0.003,0.029,-0.027,-1.516,1.341,7.768,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.009,-0.017,0.029,0.761547264820325,0.7398794537270161,0.8305943389028764,0.6844281681544213,3.383,True,True,False,False,False,CF_3
1776883222.9850109,-0.011980241164565086,-0.049876000732183456,0.7095508575439453,0.009863021783530712,0.001372563885524869,-0.10494222491979599,-0.9944285154342651,0.0005831499584019184,-0.011,-0.048,0.711,-0.006918853044878155,-0.001383770608975631,0.10378279567317232,0.9945749574434829,-0.003,0.029,-0.027,-1.516,1.341,7.768,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.009,-0.017,0.029,0.761547264820325,0.7398794537270161,0.8305943389028764,0.6844281681544213,3.383,True,True,False,False,False,CF_3
1776883223.0005093,-0.012054184451699257,-0.04983065649867058,0.7091787457466125,0.010026665404438972,0.001161835971288383,-0.10547744482755661,-0.9943705201148987,0.0005719088367186487,-0.011,-0.048,0.709,-0.006918853044878155,-0.002767541217951262,0.10516656628214796,0.9944267009310304,-0.003,0.029,-0.027,-1.516,1.341,7.768,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.009,-0.017,0.029,0.761547264820325,0.7398794537270161,0.8305943389028764,0.6844281681544213,3.383,True,True,False,False,False,CF_3
1776883223.0159261,-0.012165716849267483,-0.04979535564780235,0.7088577151298523,0.010148024186491966,0.0010248376056551933,-0.10547702014446259,-0.9943694472312927,0.000560311134904623,-0.011,-0.048,0.709,-0.006918853044878155,-0.002767541217951262,0.10516656628214796,0.9944267009310304,-0.003,0.029,-0.027,-1.516,1.341,7.768,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.009,-0.017,0.029,0.761547264820325,0.7398794537270161,0.8305943389028764,0.6844281681544213,3.383,True,True,False,False,False,CF_3
1776883223.0319364,-0.012247469276189804,-0.04971040412783623,0.7085686922073364,0.010664001107215881,0.0012892085360363126,-0.10562832653522491,-0.9943477511405945,0.0005637942813336849,-0.011,-0.048,0.709,-0.006918853044878155,-0.002767541217951262,0.10516656628214796,0.9944267009310304,-0.003,0.029,-0.027,-1.516,1.341,7.768,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,0.009,-0.017,0.029,0.761547264820325,0.7398794537270161,0.8305943389028764,0.6844281681544213,3.383,True,True,False,False,False,CF_3
1776883223.0466793,-0.012434352189302444,-0.04962918162345886,0.7082943916320801,0.01058951485902071,0.0015144377248361707,-0.10542339831590652,-0.9943699836730957,0.0005607132916338742,-0.012,-0.049,0.708,-0.006918853044878155,-0.002767541217951262,0.10516656628214796,0.9944267009310304,-0.006,0.03,-0.029,1.527,-2.193,11.536,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,-0.036,0.021,0.006,0.7871976806286717,0.7300984206912337,0.811261158159762,0.7000839246204318,3.383,True,True,False,False,False,CF_3
1776883223.0635786,-0.01258360780775547,-0.04952854663133621,0.7080088257789612,0.010954861529171467,0.0019112315494567156,-0.105314701795578,-0.9943768382072449,0.0005746128153987229,-0.012,-0.049,0.708,-0.006918853044878155,-0.002767541217951262,0.10516656628214796,0.9944267009310304,-0.006,0.03,-0.029,1.527,-2.193,11.536,-0.013964802026748657,-0.026792258024215698,0.7000025510787964,-0.036,0.021,0.006,0.7871976806286717,0.7300984206912337,0.811261158159762,0.7000839246204318,3.383,True,True,False,False,False,CF_3
